,content,score,clean_content,sentiment
8955,"aplikasi ini sangat cocok untuk waktu istirahat di rumah,tetapi saya beri bintang 3 terlebih dahulu karena aplikasi ini terdapat vidio atau foto 18+ karena itu saya jadi kurang nyaman menggunakan aplikasi ini,untuk developer,tolong blokir akun akun yang memposting foto-foto atau video 18+ dan juga ada bug saat asik scroll tiktok tiba tiba semua vidio yang ada di beranda saya tiba tiba tidak ada suaranya,mohon untuk segera diperbaiki bugnya,jika sudah tidak ada mungkin saya akan beri rating 5🙏",3,aplikasi cocok istirahat rumahtetapi bintang aplikasi vidio foto nyaman aplikasi iniuntuk developertolong blokir akun akun memposting fotofoto video bug asik scroll tiktok vidio beranda suaranyamohon diperbaiki bugnyajika rating,1
8956,"Banyak hal baik yang kita temui di tiktok,dan tidak ada di platform lain..",5,temui tiktokdan platform,2
8957,"Semenjak di-update tiktok shop ku jadi ilang.Padahal udah hapus cache ,udah instal ulang masih tetep gak muncul ,umur sudah melebihi 18th.Agak kecewa sii",2,semenjak diupdate tiktok shop ku ilangpadahal hapus cache instal ulang tetep muncul umur melebihi thagak kecewa sii,0
8958,"Suara terbuka untuk developer tiktok.. mohon min makin kesini tiktok makin ngebug parah, bahkan kadang terdiam di logo apk, atau sudah masuk, ada suaranya, tapi gambarnya blm muncul.. tolong min di perbaiki",1,suara terbuka developer tiktok mohon min kesini tiktok ngebug parah kadang terdiam logo aplikasi masuk suaranya gambarnya muncul tolong min perbaiki,0
8959,"Aku kok ga bisa login ya??? Jengkel bet gua pas mau login ,kan suruh masuk tanggal lahir, udah masuk tanggal lahir ehhh kok ga bisa!???!!!! Developer bisa jelasin ga??? Berkali kali gua coba tapi ga bisa nguras batre hp doang cuman buat login doang Developer jelasin!",1,login ya jengkel bet gua pa login suruh masuk tanggal lahir masuk tanggal lahir eh developer jelasin berkali kali gua coba nguras batre hp doang cuman login doang developer jelasin,0
8960,untuk pihak tiktok tolonglah mengapa akun saya nggak bisa komen di vt orang lain maupun vt saya semenjak update banyak bug nya dan saya live juga tidak bisa menggunakan fitur² live nya😴,2,tiktok tolonglah akun komen vt orang vt semenjak update bug nya live fitur live nya,0
8961,"sangat buruk,bahkan sejujurnya saya tidak ikhlas memberikan 1 bintang. saya membahas tentang fitur tiktok shop nya entah kenapa alamat yang saya tulis tidak sama dengan alamat yang ada di kurirnya... jadi paket yang saya pesan tidak sampai",1,burukbahkan sejujurnya ikhlas bintang membahas fitur tiktok shop nya alamat tulis alamat kurirnya paket pesan,0
8962,"Burik asu, penipuan! Udh undang teman baru 1 hari gak muncul misi. Bilang bisa dapat 200k. Boro², kentut Lo asem. Kalo dari awal ga mau berbagi ga usah bikin beginian. Bikin org PHP ajh. Gak berkah hidup lo",1,burik asu penipuan udh undang teman muncul misi bilang boro kentut lo asem kalo berbagi bikin bikin orang php ajh gak berkah hidup lo,0
8963,"Jujur ini asik banget apk nya,banyak macem2 video,tapi tolong,blokir yang ada pelecehan nya, kebanyakan anak2 yang main tiktok dari pada dewasa,jadi tolong,blokir2in akun2 yang ada adegan kekasaran/18+",5,jujur asik banget aplikasi nyabanyak macem videotapi tolongblokir pelecehan nya kebanyakan anak main tiktok dewasajadi tolongblokirin akun adegan kekasaran,2
8964,Kenapa setelah di update tidak bisa dibuka,1,,0
8965,"Habis di update malah lag terus, keluar aplikasi sendiri padahal ga pencet apa apa, keluar keluar Mulu padahal udah di update, update Mulu tiap Minggu tapi sama aja bug terus buat apa",1,habis update lag aplikasi pencet mulu update update mulu minggu bug,0
8966,"Enak sih pake aplikasi ini, cuman banyak bug nya sama update teruss jadi susah kalau dikit-dikit update tolong usahakan diperbaiki lagi ya🙏",3,enak sih pake aplikasi cuman bug nya update teruss susah dikitdikit update tolong usahakan diperbaiki ya,1
8967,Tik tok lama2 lemot padahal sering update tp lama2 penampilannya lemot banget g lancar kadang jengkel aq,3,tik tok lemot update penampilannya lemot banget lancar kadang jengkel aq,1
8968,Tolong perbaiki tiktok ku ada masalah ga .bisa kebuka,5,tolong perbaiki tiktok ku kebuka,2
8969,"1 bintang gara gara aku ga bisa login truss pass masuk nya ada tulisan ""internet anda tidak stabil"" padahal udahh stabil banget sama kalau baru masuk pasti ga bisa nonton/ skroll videonya, tolong lah tiktok perbaikin, bintang satunya lagi karena filter tiktok nya bagus bagus",2,bintang gara gara login truss pas masuk nya tulisan internet stabil udahh stabil banget masuk nonton skroll videonya tolong tiktok perbaikin bintang satunya filter tiktok nya bagus bagus,0
8970,dengan adanya aplikasi ini sangat membantu saya dalam mencari wawasan dunia luar👍👍,5,aplikasi membantu mencari wawasan dunia,2
8971,Saya sangat menyukai apk ini. Tolong di perbarui lagi fitur-fitur nya biar tambah seru.,4,menyukai aplikasi tolong perbarui fiturfitur nya seru,2
8972,Tiap hari harus di instal ulang sungguh aplikasi jelek,1,instal ulang sungguh aplikasi jelek,0
8973,Aplikasi nya tidak bisa dibuka sudah updated,2,aplikasi nya dibuka updated,0
8974,tiktok kuu ga bisa buat fotoo bzirr ngesave video pun susahh bgtt padahal udah diupdate😭😭😭,2,tiktok kuu fotoo bzirr ngesave video susahh bgtt diupdate,0
8975,"apknya baguss, tp katanya sekarang di andro bisa mode gelap ya? tp kok di aku ga bisa?? pdhl udah update ttp ga ada ""tampilan"" nya, kenapa ya?? (hpku vivo)",5,apknya baguss andro mode gelap ya update ttp tampilan nya ya hpku vivo,2
8976,"saya setelah update malah ilang efek pecah""nya min tolong adakan kembali",4,update ilang efek pecahnya min tolong adakan,2
8977,Ini sangat membosan kan saya memposting video yg biasa saja di hapus ini sangat jelek sekali,1,membosan memposting video yg hapus jelek,0
8978,"Aplikasi yang keren banget dan mudah untuk melakukan transaksi ke akun Dana dan juga pula bisa di pake di erah masa modern,jadi buruan pakeee🙏❤️❤️",5,aplikasi keren banget mudah transaksi akun dana pake erah modernjadi buruan pake,2
8979,Aplikasi sudah bagus tapi kalo mau lapor akun yang melanggar malah di katakan tidak melanggar oleh pihak tiktok tolong dong tiktok perbaiki lagi sistem lapor nya jelas jelas melanggar panduan komunitas,1,aplikasi bagus lapor akun melanggar melanggar tiktok tolong tiktok perbaiki sistem lapor nya melanggar panduan komunitas,0
8980,"setelah update aplikasi sering nge bug,jadi ga bisa repost,akun sering keluar² sendiri, nonton live layar jadi hitam semoga cepat di perbaiki ya,sebernya sedikit kecewa setelah ngeupgrade.",3,update aplikasi nge bugjadi mengunggah ulangakun nonton live layar hitam semoga cepat perbaiki yasebernya kecewa ngeupgrade,1
8981,Kenapa tik tok sekarang berbeda tiba tiba keluar otomatis,3,tik tok berbeda otomatis,1
8982,"Ketika mencoba menyimpan atau memposting ulang sebuah video, akan selalu muncul notifikasi ""tidak ada internet, tolong dicoba lagi"" meski saat direstart, tetap saja seperti itu.",1,mencoba menyimpan memposting ulang video muncul notifikasi internet tolong dicoba direstart,0
8983,"Baru baru ini aku posting video kagak bisa, tulisan nya posting sedang di proses udah 5 jam gak kepost post",1,mengunggah video kagak tulisan nya mengunggah prose jam kepost unggah,0
8984,"Masih ada bug seperti ketika ingin menambahkan ke favorit & posting ulang selalu tidak bisa karena muncul notifikasi ""Tidak ada koneksi internet. Hubungkan ke internet dan coba lagi."" Padahal sudah terkonek ke internet dan jaringan stabil. Mohon diperbaiki 😡💢",3,bug favorit mengunggah ulang muncul notifikasi koneksi internet hubungkan internet coba terkonek internet jaringan stabil mohon diperbaiki,1
8985,"gimana ya pendapat saya sebagai pengguna android agak kecewa sedikit karna saya yang sering foto di tiktok sekarang jarang foto pdhl mau buat ala² momen gitu tpi kamera tiktok tidak support yang dlu bagus sekarang lebih mengecewakan, apalagi klo pengguna ip slalu di rayakan kami pengguna android sangat kecewa soal ini",2,gimana ya pendapat pengguna android kecewa karna foto tiktok jarang foto ala momen tpi kamera tiktok support dlu bagus mengecewakan pengguna ip slalu rayakan pengguna android kecewa,0
8986,"Sebenarnya apknya bagus cuma, apa cuma saya yang ngerasa kalo tiktok terkadang pas kita nyekrol video yang muncul itu itu aja, terkadang sampai 4 atau 5 putaran video yang muncul masih video itu itu aja, dan ini sering terjadi dan sangat mengganggu aktifitas menonton! Tolong tiktok perbaiki masalah ini, padahal dulu sebelum ada banyak update tiktok saya saja tanpa kendala ini itu, mentok-mentok paling kendala di jaringan doang. Tolong perbaiki lagi🙏",1,apknya bagus ngerasa tiktok terkadang pa nyekrol video muncul terkadang putaran video muncul video mengganggu aktifitas menonton tolong tiktok perbaiki update tiktok kendala mentokmentok kendala jaringan doang tolong perbaiki,0
8987,"APK INI BAGUS BGT,tapi aku kasih bintang empat dlu ya soalnya klo developer nya baca ini tolong di perbaiki ya aku mau yang udah 50 lebih ke atas folliwers itu udah bisa live tolong ya di bikin begini,terima kasih atas bantuannya developer🙏🙏",4,apk bagus bgttapi kasih bintang dlu ya developer nya baca tolong perbaiki ya folliwers live tolong ya bikin beginiterima kasih bantuannya developer,2
8988,Udah punya tiktok Tiktoknya ke hapaus Ko pas di donlwot lagi ga bisa login,2,udah tiktok tiktoknya hapaus ko pa donlwot login,0
8989,"Tolong di sempurnakan tambahkan translit bahasa Pada live PK sesuai bahasa lawan pk di aplikasi karena tiktok itu kita ber interaksi dengan orang seluruh dunia terimakasih, tolong jugak tiktok jangan terlalu gampang melakukan pembatasan akun karena host tiktok jugak banyak yg iri dan membuat laporan untuk membuata akun orang lain kena Pinalti tolong di sempurnakan lagi",5,tolong sempurnakan tambahkan translit bahasa live pk sesuai bahasa lawan pk aplikasi tiktok ber interaksi orang dunia terimakasih tolong jugak tiktok gampang pembatasan akun host tiktok jugak yg iri laporan membuata akun orang kena pinalti tolong sempurnakan,2
8990,"semakin lama aplikasi nya semakin ngga jelas dikit dikit ngebug ngga bisa dibuka stuck di logo tiktok doang,supaya bisa buka lagi harus uninstall setelah itu instal kembali!! tolong dong diperbaiki lagi aplikasinya,padahal dulu baik baik aja",2,aplikasi nya ngga dikit dikit ngebug ngga dibuka stuck logo tiktok doangsupaya buka uninstall instal tolong diperbaiki aplikasinyapadahal,0
8991,"Ak pke hp mama ak, disini aku udah download karna tdi ny mw scroll mlh ngebug, jdi aku download lg tpi pas udah 100, malah lama bgt loading nya ga ada masalah ap pun, tapi untuk app ny sy ks 2 bntg dl y klo sdh d perbaiki sy ksi bntng lbh bnyk lagi itu permntan sy sj sekian trims Y",2,ak pke hp mama ak download karna tdi ny mw scroll mlh ngebug jdi download tpi pa banget loading nya ap app ny bntg sdh perbaiki ksi bntng lbh permntan sj sekian trim,0
8992,"Sdh bagus, tp di hp saya andorid 13 kok g ada fitur live sendiri ya,mohon arahannya",4,sdh bagus hp andorid fitur live yamohon arahannya,2
8993,"Tolong di perbaiki.. agar tidak ada kata ""Aplikasi ini mungkin tidak berfungsi lagi di perangkat anda"" saya mencoba mendownload nya lagi namun setelah itu saat saya mengecek profil saya tiba tiba keluar sendiri dan saat saya keluar dari aplikasi tersebut suara vidio nya masih ada.. kadang juga hp saya ngefreeze... Tolong developer di perbaiki",4,tolong perbaiki aplikasi berfungsi perangkat mencoba mendownload nya mengecek profil aplikasi suara vidio nya kadang hp ngefreeze tolong developer perbaiki,2
8994,Aku suka banget sama aplikasi ini tapi sayang nya gak bisa telponan tapi aku masih suka soalnya seru bisa dapet koin bisa belanja TANK YOU TIKTOK udah buat aku happy 🎉🫶,5,suka banget aplikasi sayang nya telponan suka seru dapet koin belanja tank you tiktok happy,2
8995,"Akun ini cocok buat hiburan ,cari temen dan cari cuan juga.nambah pengalaman di bidang seni dan budaya",5,akun cocok hiburan cari temen cari cuan juganambah pengalaman bidang seni budaya,2
8996,Ini kenapa kok ke log out terus akun saya setiap buka tiktok. Dang sering kepental jugak,2,log out akun buka tiktok dang kepental jugak,0
8997,Pemblian koin ribet. Saldo cukup dibilang kurang. Sdh diisi lagi masi aja dilang kurang.,1,pemblian koin ribet saldo dibilang sdh diisi masi dilang,0
8998,"Kenapa y, setiap buka tik tok nggak bisa.. masa suka di hapus dulu,di download lagi baru bisa dibuka.. besok seperti itu lagi..",5,buka tik tok suka hapus duludi download dibuka besok,2
8999,"Sangat mengecewakan, sepertinya saya harus uninstall aplikasi ini tiba-tiba akun di tangguhkan diblokir selamanya gak jelas mengapa akun yang jelas-jelas mengumpat dengan kata kotor,berfoto posting video telanjang tidak termasuk pelanggaran komunitas sulit di percaya mulai muak sama aplikasi ini",1,mengecewakan uninstall aplikasi tibatiba akun tangguhkan diblokir akun jelasjelas mengumpat kotorberfoto mengunggah video telanjang pelanggaran komunitas sulit percaya muak aplikasi,0
9000,Saya kasih rating bintang 3 dulu karena setiap saya buka apk tik tok nya selalu ga bisa kenapa dah heran betul dah Padahal dulu bisa kok sekarang ga bisa tolong ya tik tok jangan terlalu sering update terus kalo ga diperbaikin bug nya,3,kasih rating bintang buka aplikasi tik tok nya dah heran dah tolong ya tik tok update diperbaikin bug nya,1
9001,"Hampir 2 minggu gak buka aplikasi i i, asli hpku jd ngebug parah kalau ngeklik apk ini, mana gk kebuka jg cuma muncul icon tiktok doang. Mau uninstall sayang, takut draft ku keapus. Jd dilema ini gimana baiknya? Ternyata setelah baca2 review pada merasakan hal yg sama y. Duh sedih bgt. Tolong jalan keluarnya gimana?",1,minggu buka aplikasi asli hpku jd ngebug parah ngeklik aplikasi gk kebuka muncul icon tiktok doang uninstall sayang takut draft ku keapus jd dilema gimana baiknya baca review merasakan yg duh sedih banget tolong jalan keluarnya gimana,0
9002,"Aplikasi Luar biasa. Tapi ada kendala ketika kami ingin menggunakan live streaming di ""tiktok live studio"" hp tidak bisa akses ke laptop. Terimakasih mohon bantuannya🙏",5,aplikasi kendala live streaming tiktok live studio hp akses laptop terimakasih mohon bantuannya,2
9003,"Punyaku sering banget g bisa d buka,, pasti harus uninstall terus install lagi, uninstall terus install lagi gitu aja terus klo lagi kumat. Pdhal sering juga aku bersihin chace, tapi tetep aja kumat",3,punyaku banget buka uninstall install uninstall install kumat pdhal bersihin chace tetep kumat,1
9004,skrang tik tok aqw jrang bisa di buka sering ngeback cuk apakah tiktok ini sama tiktok lite sama? dan satu hal lagi ngeback tiktok gua pas di pencet nggk langsung nyambung di tiktok aqw sedangkan aqw buka YouTube langsung masuk pdahal saya mencet tiktok nggk masuk ke tiktoknya pas aqw pencet YouTube malah YouTube aqw masuk duluan😨😨makin lama makin SEHAT ADMINNYA,1,skrang tik tok aqw jrang buka ngeback cuk tiktok tiktok lite ngeback tiktok gua pa pencet nggk langsung nyambung tiktok aqw aqw buka youtube langsung masuk pdahal mencet tiktok nggk masuk tiktoknya pa aqw pencet youtube youtube aqw masuk duluanmakin sehat adminnya,0
9005,Sangat bagus juga filter yg di hadirkan jga bisa sesuai bangat dng musiknya pokoknya mantaplah...,5,bagus filter yg hadirkan jga sesuai bangat dng musiknya pokoknya mantaplah,2
9006,Apa apaan sih tiktok di update mulu lagi seru² nonton malah kembali dengan sendirinya pas mau buka aplikasinya lagi malah gak bisa harus Di update dulu baru bisa dibuka lagi,2,sih tiktok update mulu seru nonton pa buka aplikasinya update dibuka,0
9007,"mohon perbaiki update nya, akun tiktok saya ke blokir permanen, padahal gk ngapa"" in",1,mohon perbaiki update nya akun tiktok blokir permanen gk ngapa in,0
9008,Tiktok makin hari makin gak jelas gimana sih. Tiba-tiba gak bisa nge like komentar orang dan gak bisa komen di postingan orang lain. Udah aku update juga tetep gak bisa. Tolong dong min jangan banyak bug nya.,1,tiktok gimana sih tibatiba nge menyukai komentar orang komen postingan orang udah update tetep tolong min bug nya,0
9009,"Saya udah sering update tiktok tetapi fitur sulap nya gak pernah ada, tolong dong di bantu tiktok. Jadi seperti tidak relevan saya menggunakan tiktok ini",2,update tiktok fitur sulap nya tolong bantu tiktok relevan tiktok,0
9010,Katanya udh ada versi trbaru tapi punya ku Blom ada gmana ini pdhl ada fitur2 bguuss,3,versi trbaru ku blom gmana fitur bguuss,1
9011,Kenapa setiap saya suka di belokir padahal saya tidak lihat yang aneh aneh loh konten saya juga tidak aneh aneh kok 😭,1,suka belokir lihat aneh aneh loh konten aneh aneh,0
9012,tolong dong ini di update lagi bug nya masih sama,1,tolong update bug nya,0
9013,tolong dvloper terhormat. tolong update tiktok biar ada efek baru dan keren seperti ada banjir di 🏡🏠 dan tidak perlu lagi kita download capcut payah payah ya tolong terimakasih.,4,tolong dvloper terhormat tolong update tiktok efek keren banjir download capcut payah payah ya tolong terimakasih,2
9014,"Kenapalah tiktok ini , buka aplikasi yg ada logo tiktok aja gak kebuka , sudah di uninstall lama bgt loading hampir 2 jam muter muter .",3,kenapalah tiktok buka aplikasi yg logo tiktok kebuka uninstall banget loading jam muter muter,1
9015,Live game suka macet2 patah2 gitu padhalan cace udah di bersihin,1,live game suka macet patah padhalan cace bersihin,0
9016,"customer service nya tidak profesional dalam bekerja, sudah ajuin aju banding dan mengikuti langkah langkah nya dengan betul tapi hasilnya tetap di tolak😔. mohon atmin tiktok buka blokiran akun yg namanya your.pepet pliss 🙏🙏🙏",1,customer service nya profesional ajuin aju banding mengikuti langkah langkah nya hasilnya tolak mohon atmin tiktok buka blokiran akun yg namanya yourpepet pliss,0
9017,Tiktoknya banyak iklan engak kaya yg lama kalo sekarang banyak iklan tolong dong jangan banyak iklannya di perbaiki lagi dong saya kasih bintang satu,1,tiktoknya iklan engak kaya yg iklan tolong iklannya perbaiki kasih bintang,0
9018,Tiktok aku kok GK bisa masuk ya padahal udh uninstall tiktok beberapa hari udh GK bisa tolong benerin:v,1,tiktok gk masuk ya uninstall tiktok gk tolong benerinv,0
9019,Apl nya macet ga bisa dibuka harap diperbarui makin banyak GB pula,1,apl nya macet dibuka harap diperbarui gb,0
9020,Kalo ada komenenan yang sekiranya kata kata kurang sopan di hapus dapet peringatan Tapi kalo ada konten yang ngomong jorok senonoh di lolosin konsepnya gimana tik tok ini ?,1,kalo komenenan sopan hapus dapet peringatan konten ngomong jorok senonoh lolosin konsepnya gimana tik tok,0
9021,Tempat penyalurkan idea dan kreatifitas di dunia maya yang efektif dan efesien.,5,penyalurkan idea kreatifitas dunia maya efektif efesien,2
9022,bintang 4 dulu soalnya sistem feed kurang mengenakkan padahal banyak yg konsep konten sama tapi tidak di feed malah kami akun kecil sering banget di feed.,4,bintang sistem umpan mengenakkan yg konsep konten umpan akun banget umpan,2
9023,Viral video...tiktok emang aplikasi yg terbaik pas bget buat hiburan..selain itu kita bisa dapat cuan banyak...semoga tiktok tetap menjadi aplikasi terbaik...next,5,viral videotiktok emang aplikasi yg terbaik pa bget hiburanselain cuan banyaksemoga tiktok aplikasi terbaiknext,2
9024,Bagus lah buat hiburan klo lagi gabut scrol tiktok ya kak,4,bagus hiburan gabut scrol tiktok ya kak,2
9025,Parah banget 1000 poin cuma 100 perak masih mending pak sebelah udah makan kuota banyak dan ram paling gede auto hapus dah gak guna,1,parah banget poin perak mending sebelah makan kuota ram gede auto hapus dah,0
9026,Tiktok kenapa setiap hari ke logout sendiri akun nya tolong di perbaiki,1,tiktok logout akun nya tolong perbaiki,0
9027,"Minimal tau yg mana sound dan video pembully an yg harus di hapus. Buta sekali kalian yah. Video nyeleneh, pembulian, kekerasan, dll. Dengan bebas kalian sebar. Pas hal seperti itu di laporkan kalian tidak pernah nerima laporanny. Sedangkan komentar ku yg ngak ad unsur kekerasan dll. Kalian bungkam. Buta kalian.",1,minimal yg sound video pembully an yg hapus buta yah video nyeleneh pembulian kekerasan dll bebas sebar pa laporkan nerima laporanny komentar ku yg ngak ad unsur kekerasan dll bungkam buta,0
9028,"cakepppp polll,bagussss, bermanfaat juga karana bisa liat tutorial di tt tapiiiiiiii tolonggg kembalikannn kamera tiktokku yang duluuuuu huhuhuhuhu menangis akuuuuuuuuuu setelah di update malah jadiii jelek kameranyaaaaaaa. TOLONGGG KEMBALIKAN KAMERA TT KU DULUUU..",5,cakepp polllbaguss bermanfaat karana liat tutorial tt tapiiiiii tolong kembalikan kamera tiktokku duluuu huhuhuhuhu menangis akuuuuuuuu update jadi jelek kameranyaaaaa tolong kembalikan kamera tt ku dulu,2
9029,"Kenapa TikTok tidak bisa mengikuti pengguna lain padahal akun tiktok saya hanya mengikuti 2 pengguna, pliss perbaiki",2,tiktok mengikuti pengguna akun tiktok mengikuti pengguna pliss perbaiki,0
9030,saya sangat suka melihat tiktok siapa yang membuat tiktok saya akan berterimakasih yah sampai jumpa lagi 😻❤❤❤❤,5,suka tiktok tiktok berterimakasih yah jumpa,2
9031,Habis update kok gak bisa dibuka sih wkwkw,1,habis update dibuka sih wkwkw,0
9032,Aplikasi nya bagus makin update makin bagus cukup untuk menghibur tapi tolong video yang 18+ nya di hapus/di ban karena yang main Tik tok kebanyakan anak² kecil semoga bermanfaat,5,aplikasi nya bagus update bagus menghibur tolong video nya hapusdi ban main tik tok kebanyakan anak semoga bermanfaat,2
9033,"Terimakasih tiktok, baru pakai tiktok blum ada seminggu sdh dapat sample gratis, sellernya baik2, pakai tiktok mudah buat Jualan jg.",5,terimakasih tiktok pakai tiktok blum seminggu sdh sample gratis sellernya pakai tiktok mudah jualan,2
9034,update lgi bang tiktok gw ga bisa buat liveee pls bng kadang' tiktok gw ngelengkapin ga bisa di ganti,1,update lgi bang tiktok live pls bng kadang tiktok ngelengkapin ganti,0
9035,masih ada bug nya tolong segera di perbaiki,2,bug nya tolong perbaiki,0
9036,Saya kasi bintang 3 karena pas make tiba tiba keluar sendiri gitu jadi -2 bintang 3 bintang nya bagus karena saya suka dan sering make tiktok seru fyp nya kadang berguna kadang yang asik dll,3,kasi bintang pa make bintang bintang nya bagus suka make tiktok seru fyp nya kadang berguna kadang asik dll,1
9037,Kenapa setiap saya mau buka tiktok pasti ga bsa .harus hapus dulu habis itu download lagi.ga asyik banget sih.dan kalau saya mau live sambil musikan tuh pasti musik nya hilang.dulu tu aman² aja liv sambil musik.sekarang malah ga bsa🙏,1,buka tiktok bsa hapus habis download lagitidak asyik banget sihdan live musikan musik nya hilangdulu tu aman liv musiksekarang bsa,0
9038,Sangat berguna & menambah berita/informasi.,5,berguna menambah beritainformasi,2
9039,"di update bukannya bagus malah gak jelasss, mau posting ulang vidio malah gak bisa, coba instal ulang kirain cumak bug ternyata dari tiktok nyaa yang gak jelas, udah 4× instal ulang tapi masih aja gak bisa di bukak tiktok nya malah stuck di satu vidio, padahl buat buka aplikasi lain lancar lancar aja",1,update bagus jelas mengunggah ulang vidio coba instal ulang kirain cumak bug tiktok nyaa instal ulang bukak tiktok nya stuck vidio padahl buka aplikasi lancar lancar,0
9040,"maaf min, punya saya kenapa tidak bisa di like ya? tulisannya kesalahan server? maksudnya gimana ya??",3,maaf min menyukai ya tulisannya kesalahan server maksudnya gimana ya,1
9041,"tiktok sekarang kenapa siii??? kayanya abis di update jadi ngelag, di update gabisa, dihapus terus di download juga ga bisa, setiap mau buka tiktok sekali pencet gabisa harus berkali' baru bisa masuk tiktok, tiktok ini kenapa si????? SUMPAHHH BALIKIN TIKTOK YANG DULU GAAA 😩👊🏻",1,tiktok si kayanya abis update ngelag update gabisa dihapus download buka tiktok pencet gabisa berkali masuk tiktok tiktok si sumpah balikin tiktok ga,0
9042,"Permisi maaf mengganggu min.. Plis lah jangan ngasih pelanggaran terus membuat para kreator jadi sulit setiap mau posting vidio, pelanggaran nya juga ngak jelas. Malah vidio2 yang benar2 melanggar malah ngak kena mohon di perbaiki yang seperti ini.",2,permisi maaf mengganggu min plis ngasih pelanggaran kreator sulit mengunggah vidio pelanggaran nya ngak vidio melanggar ngak kena mohon perbaiki,0
9043,Suaranya saat gabung live ko suaranya diuble ini. Mohon diperbaiki 🙏🏻,1,suaranya gabung live ko suaranya diuble mohon diperbaiki,0
9044,"entah knp klo mau buka apk TIKTOK harus diklik berkali-kali nnti begitu bisa kebuka, ada pun yg cuma ngestuck dilogo, trus gak tau knpa HP saya tiba-tiba Ngelag patah"" padahal penyimpanannya msh bnyk sama jaringan bagus...!! nih tolong Developer Tiktok diperbaiki yaa🙏",2,buka aplikasi tiktok diklik berkalikali nnti kebuka yg ngestuck dilogo trus knpa hp tibatiba ngelag patah penyimpanannya msh jaringan bagus tolong developer tiktok diperbaiki yaa,0
9045,"Aplikasinya bagus bngt , sukses terus buat adminnya .",5,aplikasinya bagus banget sukses adminnya,2
9046,"sumpah gue kesel bgt, bisa ga gausah update tiap minggu kalo bug nya masi ga di benerin?, tiap mau buka apknya cuma stuck logo atau gabisa masuk, dan cara buat masuk ny harus di re-install terus, dikira gb nya kecil apa? 200mb+ kalo tiap harus harus di re-install terus boncos gue, udh ma banyak draft yg disimpen jadi kebuang klo re-install trs, & fitur simpan nya kenapa diilangin pls?! udah pokoknya klo masi bug kek gini gabakal diubah bintang 1 nya, makasi.",1,sumpah kesel banget gausah update minggu bug nya masi benerin buka apknya stuck logo gabisa masuk masuk ny reinstall gb nya mb reinstall boncos ma draft yg disimpen kebuang reinstall fitur simpan nya diilangin pls pokoknya masi bug kek gini gabakal diubah bintang nya makasi,0
9047,tiktok saya Sekarang GAK BISA DIBUKA Udah ngerestart hp Juga sama aja tolong dong di perbaikilah,2,tiktok gak dibuka udah ngerestart hp tolong perbaikilah,0
9048,Mohon untuk membuka fitur live streaming untuk pemula. Karena bingung untuk memulai barang kali dengan fitur live streaming kami bisa berkembang.,4,mohon membuka fitur live streaming pemula bingung barang kali fitur live streaming berkembang,2
9049,Tik tok memang sangat bagus untuk melihat vidio durasi yang pendek tapi tiap saya masuk ke tik tok selalu ada iklan mohon jangan ada iklan nya terimakasih,5,tik tok bagus vidio durasi pendek masuk tik tok iklan mohon iklan nya terimakasih,2
9050,"sering bgtt ga bisa di bukaa padahal dirumah pake wifi sinyal bagus , masa harus di uninstall dlu download lagi baru bisa bukaa , sampe kapan uninstall download lagi , kalo ga gitu ga bisa bukaa , makin aneh tiktok sumpahh .",1,bgtt bukaa dirumah pake wifi sinyal bagus uninstall dlu download bukaa sampe uninstall download bukaa aneh tiktok sumpahh,0
9051,"mantap tik tok,saya bisa menghasilkan uang walaupun TDK membuat konten, hanya dgn nonton tik tok sdh bs dpt uang lumayan nambah uang jajan, semoga saya membuat konten fyp",5,mantap tik toksaya menghasilkan uang tdk konten nonton tik tok sdh uang lumayan nambah uang jajan semoga konten fyp,2
9052,Aplikasi sering ngestack di logo dan tidak bisa di buka sama sekali,1,aplikasi ngestack logo buka,0
9053,"Tidak bisa membuka aplikasi nya,harus update dlu",1,membuka aplikasi nyaharus update dlu,0
9054,"Aplikasi nya pada kenapa yah. Kalo aku mau buka tiktok pada gleg nggak bisa ke buka nanti harus uninstall baru install ulang baru bisa, selalu aja seperti itu. Ini udah kesekian kalinya bermasalah. Kurang tau ini kenapa selalu begini. Padahal dulu nggak seperti ini dehhh",2,aplikasi nya yah kalo buka tiktok gleg buka uninstall install ulang kesekian kalinya bermasalah deh,0
9055,sangat baguss dann sangat cocok untuk anak anak 👍🏿👍🏿👍🏿,5,baguss dann cocok anak anak,2
9056,"Apa apaan ini tiktok...banding kena tolak. Akun kena ban terus.. Maunya apa??? Giliran konten pargoy kaga jelas lu lolosin, konten sexual lo jabanin giliran konten baik2 lu ancurin.",1,tiktokbanding kena tolak akun kena ban maunya giliran konten pargoy kaga lu lolosin konten sexual lo jabanin giliran konten lu ancurin,0
9057,"maaf ka, aku kasih bintang 4 soal nya kadang tiktok nya suka ngeleg, pas saya bikin vidio eh hasil nya malah ga ke simpen di galeri, mau ngulang jga udh ga mood",4,maaf ka kasih bintang nya kadang tiktok nya suka ngeleg pa bikin vidio eh hasil nya simpen galeri ngulang jga mood,2
9058,"banyak bug, salah satunya ketika menerima chat dan ingin membacanya harus menunggu agak lama meskipun sudah ada notif chat tersebut",2,bug salah satunya menerima chat membacanya menunggu notifikasi chat,0
