,content,score,clean_content,sentiment
6455,Bagus Juga sihh Tapi Kenapa tidak Ada Bagian Split Tone nya yaa ??????,3,bagus sihh split tone nya yaa,1
6456,Sangat bagus untuk mengedit foto Recommended banget 😇✌️,4,bagus mengedit foto recommended banget,2
6457,Aplikasi ini bagus untuk mengubah sesuatu di sekitar foto kita,4,aplikasi bagus mengubah foto,2
6458,"kurang bagus buat foto, gambar tidak muncul di apk.",1,bagus foto gambar muncul aplikasi,0
6459,"Maaf saya kecewa setelah update,jadi tidak bisa digunakan, tolong diperbaiki lagi trimakasih",1,maaf kecewa updatejadi tolong diperbaiki trimakasih,0
6460,"Bagus banget apk nya, semoga selalu ada tambahan filter yang baru",5,bagus banget aplikasi nya semoga tambahan filter,2
6461,Bermanfaat sekali untuk kamera yang buram menjadi elegan,4,bermanfaat kamera buram elegan,2
6462,Knp app nya gak bisa di buka sihh Nyesel deh pokoknya udah instal app ini Ngabisin kuota aja.,1,knp app nya buka sihh nyesel deh pokoknya instal app ngabisin kuota,0
6463,"Susah banget sih,ribet lagi, kenapa nggk bisa di sing in",2,susah banget sihribet nggk sing in,0
6464,Sangatt tidakk bagus aplikasinya stiap mau daftar tidak bisaa,1,sangatt tidakk bagus aplikasinya stiap daftar bisaa,0
6465,"Kok ngk bisa login ya ? Beri masukan dong. Tolong segera di perbaiki ya,",1,ngk login ya masukan tolong perbaiki ya,0
6466,"Kalau ada yang gratis di APK selain ini kenapa pula harus install LR, Auto uninstall dong ah",1,gratis apk install lr auto uninstall ah,0
6467,susah buat loginnya udah di masuk in ttp gabisa,1,susah loginnya masuk in ttp gabisa,0
6468,"kasih bntang 3, soalnya pas create preset selalu force close",3,,1
6469,keren bgt co,4,,2
6470,aplikasinya lumayann baguss lah buatt ngeditt poto,1,aplikasinya lumayann baguss buatt ngeditt poto,0
6471,Dulu bisa ngedit sekarang kenapa ngga bisa di pake.tolong perbaiki,2,ngedit ngga paketolong perbaiki,0
6472,Aplikasinya bagus tapi klo bisa dipermudah klo menginstal nya ya plis aq mohon❤❤❤,5,aplikasinya bagus dipermudah menginstal nya ya plis aq mohon,2
6473,"Selalu gagal import, Bug systemnya kok gini amat",1,gagal import bug systemnya gini,0
6474,Sangat menarik,5,,2
6475,Ya sangat jel*******k tapi boong ya aplikasinya bagus kaya pakai kamera asli mantap saya kasih bintang lima 👍👍👍👍👍👍👍👍,5,ya jelk boong ya aplikasinya bagus kaya pakai kamera asli mantap kasih bintang,2
6476,Ini tu apknya w o w lah!!!! Mnurut sya karena ini itu wow jdi download aja bro krna ini wow Apk ini blum aku coba tpi!ini wow jdi download aja bro!!??,5,,2
6477,"Nice, suka banget sma aplikasinya buat foto yg elek bisa jadi cantik tenan eyy",5,nice suka banget sma aplikasinya foto yg elek cantik tenan eyy,2
6478,"ok lah fto jd klihatan keren bnget,, pkai hp murah sperti pkai camera mahal",5,ok fto jd klihatan keren bnget pkai hp murah sperti pkai camera mahal,2
6479,"gimana sih aplikasi nya udah saya masukin email sama sandi saya gak bisa katanya,ngelawak nih aplikasi",1,gimana sih aplikasi nya masukin email sandi katanyangelawak aplikasi,0
6480,Habis minta update pas udah di update masih minta update padahal tidak ada lagi update di playstore 👍👍👍,1,habis update pa update update update playstore,0
6481,Aplikasi ini memudahkan saya untuk membuat suatu momen di kamera menjadi lebih menarik!,5,aplikasi memudahkan momen kamera menarik,2
6482,Udh 3 tahun lebih pake aplikasi ini mantep siiii rekomen lahh,5,udh pake aplikasi mantep sii rekomen lahh,2
6483,aplikasi yang bagus untuk edit,5,aplikasi bagus mengedit,2
6484,Ini apk napa ga bisa login yah padahal sinyalnya bagus,1,aplikasi napa login yah sinyalnya bagus,0
6485,Setelah di updet malah ga bisa di buka giman inii,1,updet buka giman inii,0
6486,saya sangat menyukai apknya sangat bermanfaat dan sangat mudah untuk di gunakan,5,menyukai apknya bermanfaat mudah,2
6487,Aplikasi kaya gini juga harus pake email sgala rupa daftarnya ribet.. Saranin gausha donlot,1,aplikasi kaya gini pake email sgala rupa daftarnya ribet saranin gausha donlot,0
6488,Gak bisa daftar login SSL terus,1,gak daftar login ssl,0
6489,Cara mendaftar nya sulit saya kurang mengerti Bahkan saya uninstall apk nya download lagi begitu lagi,2,mendaftar nya sulit mengerti uninstall aplikasi nya download,0
6490,aplikasinya sangat bagus bangettt broooo!!!,4,,2
6491,"Saya mengalami kendala,yaitu saya tidak bisa login memakai akun apapun,terima kasih",1,mengalami kendalayaitu login memakai akun apapunterima kasih,0
6492,"Kenapa login nya susah banget sampe coba terus ""San tetep gabisa 🤯🤯🤯",1,login nya susah banget sampe coba san tetep gabisa,0
6493,"sangat jelek , mending aplikasi remini",1,jelek mending aplikasi remini,0
6494,Sekarang Prabayar kalau menggunakannya setelah diupgrade. Enak dulu pakainya ..Uninstal aja deh,1,prabayar menggunakannya diupgrade enak pakainya uninstal deh,0
6495,Sangat menarik!mengedit foto bisa warna warni yang jelas!,5,menarikmengedit foto warna warni,2
6496,Kenapa foto² saya gak bisa kebuka di lightroom nya?,1,foto kebuka lightroom nya,0
6497,"Bagus banget..aplikasi ini bisa menbuat foto"" sya makin kren",5,bagus bangetaplikasi menbuat foto sya kren,2
6498,"Tolong perbaiki dong, aku udah abis update pas buka apknya kok dsruh update lgi kesal aku😥",1,tolong perbaiki abis update pa buka apknya dsruh update lgi kesal,0
6499,Aneh apk nya udh di download berkali-kali tapi tetep aja masih di download,1,aneh aplikasi nya download berkalikali tetep download,0
6500,ga bisa login terjadi kesalahan terus,1,,0
6501,"𝐬𝐲𝐚 𝐠 𝐬𝐤𝐚 𝐤𝐫𝐧𝐚 𝐠𝐛𝐢𝐬𝐚 𝐦𝐚𝐬𝐮𝐤 𝐤𝐞 𝐚𝐤𝐮𝐧𝐧𝐲, 𝐭𝐨𝐥𝐨𝐧𝐠 𝐩𝐞𝐫𝐛𝐚𝐢𝐤𝐢 𝐲.",2,,0
6502,Kenapah sekarang agak jadi buram editannya tolong perbaiki segera ya,2,kenapah buram editannya tolong perbaiki ya,0
6503,Ini kenapa jadi gak bisa login akun? Daftar akun juga gak bisa. Tolong diperbaiki,3,login akun daftar akun tolong diperbaiki,1
6504,Aplikasi aneh Prcuma download malah g bsa daftar gagal terus,1,aplikasi aneh prcuma download bsa daftar gagal,0
6505,App ini bagus tapi saat untuk dibuka kamera tuh nggak bisa nih😕,1,app bagus dibuka kamera,0
6506,"Kenapa saya download gk bisa2 pdhal udah slesai, tapi download lagi download lagi, udah 4x kaya gtuh, ngabis2in kuota aja",1,download gk pdhal slesai download download kaya gtuh ngabisin kuota,0
6507,Kenapa setelah di update malah gabisa dibuka😭🙏,1,update gabisa dibuka,0
6508,indah bagus banget pake lightroom🤩🤩🤩,5,indah bagus banget pake lightroom,2
6509,Kenapa gak bisa nyimpan foto yg baru diedit sekarang? Padahal sebelumnya bisa,4,nyimpan foto yg diedit,2
6510,"Udah 4kali download gk ke instal mulu,yg ada kuota bobol!!",1,udah kali download gk instal muluyg kuota bobol,0
6511,Apk apaansih gw udah kosongin ruang sampe 2 kali kok nggak bisa? Gmn ya tolong di perbaiki!,1,apk apaansih kosongin ruang sampe kali gmn ya tolong perbaiki,0
6512,Klo mau menikmati fitur yang ada kenapa harus beli premium dulu?,3,klo menikmati fitur beli premium,1
6513,gokil foto yang awalnya biasa nadi luar biasa,5,gokil foto nadi,2
6514,Saya suka sekali dengan aplikasi ini ngedit nya luar biasa Ayo buruan download aplikasi ini gak bakal nyesel lahh,5,suka aplikasi ngedit nya ayo buruan download aplikasi nyesel lahh,2
6515,saya suka dengan lightromm ini suka banget aplikasi nya yang belum download aplikasi ini download aja foto saya jadi keren keren,5,suka lightromm suka banget aplikasi nya download aplikasi download foto keren keren,2
6516,"Katanya suruh update,giliran mau d update malah ga ada lol",1,suruh updategiliran update lol,0
6517,"gk bisa import foto,gk bisa ngedit! dasar taik🔥",1,,0
6518,"kenapa y sekarang kok apk nya keluar, dan gabisa di buka ...",3,aplikasi nya gabisa buka,1
6519,Saya kasih bintang dua karna download nya kenapa lama bangat sih sudah d download trus download lagi rugi lah saya😒,2,kasih bintang karna download nya bangat sih download trus download rugi,0
6520,Aplikasi ini sangat berguna berkat aplikasi ini saya bisa mengedit foto saya menjadi lebih bagus 🧡❤️,5,aplikasi berguna berkat aplikasi mengedit foto bagus,2
6521,Kok waktu saya masuk enggak bisa ya tolong dong diperbaiki ini aplikasinya,1,masuk ya tolong diperbaiki aplikasinya,0
6522,"semakin d update semakin ngga karuan,foto ngedit hilang semua",1,update ngga karuanfoto ngedit hilang,0
6523,Recommended nih buat yang suka ga puas sama efek yg itu itu aja boleh di instal ga nyesel deh hehe,5,recommended suka puas efek yg instal nyesel deh hehe,2
6524,sangat bagus mengudakan lightroom ini.bisa menbantu foto kita jauh lebih bagus 😁,4,bagus mengudakan lightroom inibisa menbantu foto bagus,2
6525,Gabisa log in bukan karena username atau password tpi muncul eror gajelas,1,gabisa log in username password tpi muncul eror gajelas,0
6526,"Mantaplaa saya sudah pakai ini buat edit foto² yg instagrameble good, wajib download kalian",4,mantaplaa pakai mengedit foto yg instagrameble good wajib download,2
6527,"Pdahal udah diupted tpi kok gagal memuat pengembangan Mulu shh? Ini knp ya? Sbelum""ny gk gini kok",1,pdahal diupted tpi gagal memuat pengembangan mulu shh ya sbelumny gk gini,0
6528,"Bagus sih, gk ada gangguan apa pun, untuk ngedit oke bgggtt😚",5,bagus sih gk gangguan ngedit oke bgtt,2
6529,Download nya sih cepat tapi pas instal nya hampir 1 jam,1,download nya sih cepat pa instal nya jam,0
6530,Lama banget instal nya astajimd Dari dulu sampe sekarang belum ter instal juga itil Pikasebelen,1,banget instal nya astajimd sampe ter instal itil pikasebelen,0
6531,"kok susah bgt di download, pdhl udh 100% balik lagi ke 1 gitu terus",2,susah banget download,0
6532,sangat mudah untuk baru belajar mengedit.,5,mudah belajar mengedit,2
6533,gatau ah apk bagus apa tdk..yg penting bisa edit photo😅,5,gatau ah aplikasi bagus tidakyg mengedit foto,2
6534,Sekarang jadi jelek banget belum edit apapun baru buka lr eh tiba tiba berhenti keluar sendiri Jadi gak mood download lr nya😤,1,jelek banget mengedit apapun buka lr eh berhenti mood download lr nya,0
6535,Kenapa dg LR ini. Kok makin susah aja... Mau ngedit ada aja yg sesuatu yg muncul tah apa itu.. Pdhl update trs.. Tolong lah di permudah knp,1,dg lr susah ngedit yg yg muncul tah pdhl update tolong permudah,0
6536,Bagus keren dengan aplikasi ini namun size nya terlalu besar hihi,5,bagus keren aplikasi size nya hihi,2
6537,Aplikasinya bagus cuma pas login kenapa eros terus ya coba solusinya,3,aplikasinya bagus pa login eros ya coba solusinya,1
6538,Aplikasi nyah sangat bagus cocok buat seorang editor,5,aplikasi nyah bagus cocok editor,2
6539,Sangat memuaskan mengedit foto di lightroo,5,memuaskan mengedit foto lightroo,2
6540,Caranya biar bisa dibukak kembali gimna yha .. soalnya kalau dibukak aplikasi nya langsung kembali sendri,3,dibukak gimna yha dibukak aplikasi nya langsung sendri,1
6541,"Ko ga ada ala""bikin awan""gitu iya ga kaya waktu itu jdi cakep bgt perbaikin dong seperti semula😣",1,ko alabikin awanbegitu iya kaya jdi cakep banget perbaikin,0
6542,Gimana sih udah download ga bisa login2. Masa password salah terus,1,gimana sih download login password salah,0
6543,apasih taik di suruh login giliran di loginin malah gak bisa gak guna buang² paketan aja,1,apasih taik suruh login giliran loginin buang paketan,0
6544,Aplikasi paling keren buat edit fto jd estetic pkoknya keren❤,5,aplikasi keren mengedit fto jd estetic pkoknya keren,2
6545,Kenapa setelah di updat kok foto saya hilang yaa?,1,updat foto hilang yaa,0
6546,"Maaf yah aplikasi nya susah login udh di coba berapa kali tetep susah ,nyesel download ini",1,maaf yah aplikasi nya susah login coba kali tetep susah nyesel download,0
6547,Soal bagus ya apl nya bagus cuman masalah nya nggk bisa simpan foto ini gimana ya?,2,,0
6548,keren cuman profilenya gak bisa di edit ulang,4,keren cuman profilenya mengedit ulang,2
6549,"tolong kasih penjelasan dong masa gue login pake facebook sama google ngak mau, keluar close kata nya di situ",1,tolong kasih penjelasan login pake facebook google ngak close nya situ,0
6550,Kenapa ini habis di upgread kok keluar keluar sendiri gk bisa masuk,3,habis upgread gk masuk,1
6551,Payah dah ga bisa digunain😡😡😡 Padahal paling suka edit pake apk ini,1,payah dah digunain suka mengedit pake aplikasi,0
6552,Bagus:) Cuma login LR nya rempong Sama kalau mau nyimpen foto loadingnya ber abad,4,bagus login lr nya rempong nyimpen foto loadingnya ber abad,2
6553,Aplikasi pilat dari pagi tadi saya sdah usaha untuk login tapi kenapa kok tidak bisa,1,aplikasi pilat pagi sdah usaha login,0
6554,Udh didowload eh pas mau buka login kok segitu nya di persulit tlong dong jangn di persulit,1,udh didowload eh pa buka login segitu nya persulit tlong jangn persulit,0
6555,Aplikasi keren buat para editor pemula maupun profesional.,5,aplikasi keren editor pemula profesional,2
6556,Aplikasi ya bagus tapi sayang hp ini tidak bisa ngedownload nya.,5,,2
6557,Aplikasi nya keren banget euyyy the best dah ni Lightroom 👍👍,5,aplikasi nya keren banget euy the best dah ni lightroom,2
6558,Saya telah mengupgrade aplikasi ini 1x setelah 2 hari saya pakai dan saat saya akan memakainya lagi aplikasi ini tidak bisa mengimpor foto baru. Apa alasannya?:),2,mengupgrade aplikasi pakai memakainya aplikasi mengimpor foto alasannya,0
6559,"Saya sangat menyuakai aplikasi ini, namun hari ini semua foto tidak bisa dilihat dan dibagikan apa yang harus saya lakukan?",5,menyuakai aplikasi foto dibagikan lakukan,2
6560,"Editannya keren 👍dari pd apk lain fitur efeknya lengkap,mantap jiwa😎",4,editannya keren pd aplikasi fitur efeknya lengkapmantap jiwa,2
6561,Masak mau ngedit gabisa ada tulisannya untuk melihat suka dan komentar liat di album apa apaan orang gamau liat itu mau ngedit keluarnya itu,1,masak ngedit gabisa tulisannya suka komentar liat album orang gamau liat ngedit keluarnya,0
6562,Saya kasih 5 bintang karan saya puas dengan filternya tapi kok lr saya bermasalah tolong di perbaiki 🙏🙏🙏🙏🙏,5,kasih bintang karan puas filternya lr bermasalah tolong perbaiki,2
6563,Apl ny bagus bngt buat ngedit apl nih cocok bngt buat foto grafer pokony apl nih bagus bngt👍,5,apl ny bagus banget ngedit apl cocok banget foto grafer pokony apl bagus banget,2
6564,//SUMPAH APLIKASI INI BAGUS! BANGETT! BIKIN KITA EDIT FOTO BIKIN KETAGIHAN! POKOK NYA MAKASIH BANYAK YANG UDAH BIKIN APLIKASI INI.♡♡. DAN APLIKASI INI BISA EDIT FOTO KALIAN MENJADI KEREN. AWAN NYA JADI BAGUS! THX YAA YANG UDAH BIKIN. MAKASIH BANYAK//♡♡,5,,2
6565,"gan ane ga bisa login, failed bae dah, saran lah",1,gan ane login failed bae dah saran,0
6566,"Rasah aku ini sangat cocok untuk para suka foto-foto , ini sangattttttttt top",5,rasah cocok suka fotofoto sangattttttt top,2
6567,Fotonya setelah di-edit diapk beberapa hari pasti ilang gabisa dibuka,2,fotonya dimengedit diapk ilang gabisa dibuka,0
6568,Bagus tapi tolong tambahkan fitur² pengeditanya.,5,bagus tolong tambahkan fitur pengeditanya,2
6569,Bagus banget kek kamera canon Kalau Di edit di lightrom,5,bagus banget kek kamera canon mengedit lightrom,2
6570,"Suka ngebug,keluar sendiri,apk ga bisa dibuka,nguras batu,lemot 👎🏻",1,suka ngebugkeluar sendiriaplikasi dibukanguras batulemot,0
6571,"Kenapa setelah di update , priset2 yg ada kok ilang saya sangat kecewa ini",1,update priset yg ilang kecewa,0
6572,Yg pertama si bisa. Eh yg pas saya mau ngedit yg kedua ko gk bisa? Knapa ya? Malah lama. Tolong di perbaiki ya,2,yg si eh yg pa ngedit yg ko gk knapa ya tolong perbaiki ya,0
6573,Sangat bagus aplikasi nya dan semoga kedepan nya aplikasi ini di tingkat kan lagi ✨✨✨✨✨,5,bagus aplikasi nya semoga kedepan nya aplikasi tingkat,2
6574,Aplikasi payah masa login gak bisa . Paki email gk bisa daftar gak bisa🤮,1,aplikasi payah login paki email gk daftar,0
6575,Buat masuk ke apk nya susah banget tolong di perbaiki.,1,masuk aplikasi nya susah banget tolong perbaiki,0
6576,Sangat bagus sekali karena saya bisa edit edit foto nanti,5,bagus mengedit mengedit foto,2
6577,bagus banget buat ngedit poto yang dari buriqqq jdi cantik bgttt😭,5,bagus banget ngedit poto buriq jdi cantik bgt,2
6578,Kenapa kok tempat saya lightroomnya gak bisa diinstal padahal udah berulang kali...,1,lightroomnya diinstal berulang kali,0
6579,"Kenapa sering ngebug gagal impor,kadang reset sendiri",2,ngebug gagal imporkadang reset,0
6580,"Kak tolong perbaiki yah, loadingnya lama banget",5,kak tolong perbaiki yah loadingnya banget,2
6581,"Ini apk yang sering digunakan fotografer editannya uwuuu but, buruan yng blum download",5,aplikasi fotografer editannya uwu but buruan yng blum download,2
6582,Apk yg sangat bagus. Mudah di gunakan. Dan hasilnya pun bagus memuaskan,5,apk yg bagus mudah hasilnya bagus memuaskan,2
6583,sangat bagus sekali aplikasi lightroom intinya mantap,5,,2
6584,"Tidak bisa login,mending gak usah d dowload buang buang kouta",1,loginmending dowload buang buang kouta,0
6585,sangat memuaskan saat mengedit foto dan video,5,memuaskan mengedit foto video,2
6586,Sangat membuat saya percaya diri dengan gambar yang saya edit menggunakan lightroom ini,5,percaya gambar mengedit lightroom,2
6587,"Sangat bagus ,cocok untuk remaja yang hobi potografer",5,bagus cocok remaja hobi potografer,2
6588,Keren banget baru di edit di aplikasi ini banyak banget orang yang laik super foto ku,5,keren banget mengedit aplikasi banget orang laik super foto ku,2
6589,"suka, cuma jiwa jiwa missquen ku agak gaksuka kalo harus bayar biar bisa premium",3,suka jiwa jiwa missquen ku gaksuka bayar premium,1
6590,"Dulu lengkap, sekarang pas download lagi versinya ga sebagus dulu 😒😔",3,lengkap pa download versinya sebagus,1
6591,"bagus banget, hasil foto wehhhh keren habis. gak nyesal sumpah",5,bagus banget hasil foto wehh keren habis nyesal sumpah,2
6592,Baru pertama pakai app ini malah gk bisa di buka Sangat mengecewakan,1,pakai app gk buka mengecewakan,0
6593,Parah setelah update malah gabisa dipake,1,parah update gabisa dipake,0
6594,"Aplikasi gak bagus.. log in aja gk bisa, erorrrr",1,aplikasi bagus log in gk erorr,0
6595,Ko pas log in gabisa bisa kuota sampe tinggal sedikit maaf baru bisa ksh bintang 2,2,,0
6596,"Oooo kgk jelas amat ni aplikasi, harus bayar dulu baru bisa Aplikasi botottttt",1,oo kgk ni aplikasi bayar aplikasi botottt,0
6597,Fitur2 nya cukup lengkap untuk editing.,5,fitur nya lengkap editing,2
6598,Bagus banget apknya Sayangnya harus bayar dulu biar bisa nikmatin preset² yang bagus,5,bagus banget apknya sayangnya bayar nikmatin preset bagus,2
6599,"Recommended! *kalo mau edit, memori kudu banyak",5,recommended mengedit memori kudu,2
6600,"Assalamualaikum Ini apk yang sunggu daebak Pkok nya ga nyesel download bagi yang bilang apk ini jelek, bilang aja kalo ga ngerti. Aku suka sama apk ini....",5,assalamualaikum aplikasi sunggu daebak pkok nya nyesel download bilang aplikasi jelek bilang ngerti suka aplikasi,2
6601,"Gw update error mulu, pas udah 100% eh balik lagi ke 1%..sayang dong kuota gw!",1,gw update error mulu pa eh sayang kuota,0
6602,kenapa yg sekarang gak ada split tone nya .jadi makin susah bangsattt,4,yg split tone nya susah bangsat,2
6603,Hmmm aku lihat tman ku saat dia edit foto itu ggah skali Kok pas aku yg coba login nya lama yah ?? Mohon di bantu 🙏,3,hm lihat tman ku mengedit foto ggah skali pa yg coba login nya yah mohon bantu,1
6604,"Pasti gk dibales nih, kok sekarang gk ada split tone nya yah ?",3,gk dibales gk split tone nya yah,1
6605,"Aplikasi apaan,dah di update malah gabisa di update",1,aplikasi apaandah update gabisa update,0
6606,Apk nya keren banget buat edit foto pokok nya kalian wajib donlot keren deh apk nya,5,apk nya keren banget mengedit foto pokok nya wajib donlot keren deh aplikasi nya,2
6607,"Sebener nya saya benci apk ini , karna apk ini recomended mantan saya dulu , tapi gak papa, harus profesional yeukeun...",5,sebener nya benci aplikasi karna aplikasi recomended mantan papa profesional yeukeun,2
6608,Tambahin lagi fitur buat menghilangkan benda yaa❤,5,tambahin fitur menghilangkan benda yaa,2
6609,Fitur profil malah hilang stelah diupdate.. Aneh,1,fitur profil hilang stelah diupdate aneh,0
6610,tutor dong cara login nya gimna haha.... ga bisa bisa padahal udh di sambungin semua,1,tutor login nya gimna haha sambungin,0
6611,Apaann nih apk tai gua mau edit foto banyak iklan harus login harus apa lah gua kira offline asuu buang2 kuota aja nih 👎,1,apaann aplikasi tai gua mengedit foto iklan login gua offline asuu buang kuota,0
6612,"Parah,,dulu bagus,,syg sekali aplikasi terkenal dulu,sekarang malah rusak mau sign in/ log in",1,parahdulu bagussyg aplikasi terkenal dulusekarang rusak sign in log in,0
6613,Sangat cocok untuk di gunakan sebagai bahan edit,5,cocok bahan mengedit,2
6614,Pake adobe udh 3thn oke² aja...bulan kemaren poto gw tiba² ilang smua njir sama preset²nya juga ilang...knapa sih bisa gitu...gw nyesek poto kenangan gw ilang🙂,3,pake adobe thn oke sajabulan kemaren poto ilang smua njir presetnya ilangknapa sih begitusaya nyesek poto kenangan ilang,1
6615,Mohon maaf kenapa apk nya gak bisa dibuka ya terus berhenti terus,3,mohon maaf aplikasi nya dibuka ya berhenti,1
6616,"Butuh perbaikan, kadang mau ngedit malah failed:(",3,butuh perbaikan kadang ngedit failed,1
6617,Sangat puasa dengan aplikasi ligrom,3,,1
6618,Tolong la buat yang punya ni aplikasi Saya mau masuk jagak bisa masuk Yang pakek kode tapi kodenya nggk terkirim ke sms,1,tolong la ni aplikasi masuk jagak masuk pakek kode kodenya nggk terkirim sm,0
6619,Saya Berharap Kalian Bisa Membuat Lightroom untuk edit video di Smartphone,3,berharap lightroom mengedit video smartphone,1
6620,"aplikasi nya oke lah,,,,tapi lama mendownload nyaa🌡️🔥🔥aplikasi baguss",5,aplikasi nya oke lahtapi mendownload nyaplikasi baguss,2
6621,"Cuma HP murah yg bilang apk ini jelek,apk kasi ini sangat bagus apalagi buat pemula",2,hp murah yg bilang aplikasi jelekaplikasi kasi bagus pemula,0
6622,"Ketika mau login, Kok kesalahan SSL ya. Mohon bantuannya",2,login kesalahan ssl ya mohon bantuannya,0
6623,apk nya keren,5,aplikasi nya keren,2
6624,"ketika mengekspor sudah berapa %, coba ada fitur itu",5,mengekspor coba fitur,2
6625,"Apk keren banget, coba deh buat yang belum bisa, bisa liat di youtube",4,apk keren banget coba deh liat youtube,2
6626,Kenapa foto yg udh di edit gak bisa di save?,2,foto yg mengedit save,0
6627,Aplikasi ini sangat bagus untuk para pengedit foto profesional,5,aplikasi bagus pengedit foto profesional,2
6628,"sangat bermanfaat sekali,jadi lebih mudah buat ngeditnya",5,bermanfaat sekalijadi mudah ngeditnya,2
6629,Prtamanya sih Emang bagus tapi pas di perbarui malah suka bermasalah apk Lr nya,3,prtamanya sih emang bagus pa perbarui suka bermasalah aplikasi lr nya,1
6630,Memuaskan. Tetap tingkatkan kalau bisa agar apk nya semakin disukai orang banyak,4,memuaskan tingkatkan aplikasi nya disukai orang,2
6631,Kok harus login dulu..... Terus pas udah login gak masuk² pula,1,login pa login masuk,0
6632,Sangat membantu & mudah dipelajari untuk pemula,5,membantu mudah dipelajari pemula,2
6633,ini bagus banget walaupun dibagian pencahayaan aga susah diatur,4,bagus banget dibagian pencahayaan aga susah diatur,2
6634,Sayaa senang sekali dengan aplikasi inii untuk ngedit poto yang sangat keren,5,sayaa senang aplikasi inii ngedit poto keren,2
6635,Jelek abis!! Baru mau import foto aja ga bs helloooo aplikasi ga berguna,1,jelek abis import foto helloo aplikasi berguna,0
6636,"Lamaaa banget ngedownload nya, Dari tadi ulang terus,Semoga aja Pas masuk gak bermasalah",1,lama banget ngedownload nya ulang terussemoga pa masuk bermasalah,0
6637,Kenapa ya pas saya buka apk lightroom gabisa di buka mental teruss anehh gasiii:(,1,ya pa buka aplikasi lightroom gabisa buka mental teruss anehh gasi,0
6638,"Tlong baguskan pengembangkan aplikasi ini di hp saya,sekrang tidak bisa dibukaa,ntah kenapa saya pun tak tahu?",5,tlong baguskan pengembangkan aplikasi hp sayasekrang dibukaantah,2
6639,"Apk nya kenapa lambat bangat di Download nya bikin kesal, tapi ya gimana lagii",3,apk nya lambat bangat download nya bikin kesal ya gimana lagii,1
6640,"Uwwu bet dah. Tapi mohon diperbaiki ya soalnya saya udah masukin email berkali""tapi ga bisa.",5,uwwu bet dah mohon diperbaiki ya masukin email berkalitapi,2
6641,apk Lightroom emg the best -!!! Jangan lupa download ya . . ✨,5,aplikasi lightroom emg the best lupa download ya,2
6642,bagus si untuk memperbagus foto .semoga kedepannya bagus dah .makasih lr.,5,bagus si memperbagus foto semoga kedepannya bagus dah makasih lr,2
6643,Sekarang aplikasi cuman bisa di buka pas kita online aja yaa?? Soal nya saya buka pas offline gak bisa,3,aplikasi cuman buka pa online yaa nya buka pa offline,1
6644,Aplikasi nya keren banget buat filternya juga mudah ✨❤️❤️❤️❤️,5,aplikasi nya keren banget filternya mudah,2
6645,Bagus si lumayan.cocok buat kalian yg editor.tapi mw nanya klw lupa kata sandi bole ga pke akun g.p yg lain?,4,bagus si lumayancocok yg editortapi mw nanya klw lupa sandi bole pke akun gp yg,2
6646,Aplikasi ini bagus banget aku suka tapi kadang aku bingung ngstur nya makasih buat ligthroom😊😊 hahaha,5,,2
6647,"Aku kasih bintang satu, download apps ehh malah ngitem semua dan dblg tidak dapat dibuka",1,kasih bintang download apps ehh ngitem dblg dibuka,0
6648,Kenapa pas nambahin foto ga bisa ya? pdhal memori bnr2 msh banyak :(,1,pa foto ya pdhal memori bnr msh,0
6649,Knph gak bisa login Padahal Mau msk Tp Tetep ajah Ada @mail Mulu Tolong Di perbaiki Yah,2,knph login msk tp tetep ajah mulu tolong perbaiki yah,0
6650,"Bagus....banget...😍😍,andai aja preset nya ditersediakan geratis dari...pembuatan appk...nya",5,bagusbangetandai preset nya ditersediakan geratis daripembuatan appknya,2
6651,Nice app. Mempercantik foto dan sangat mudah menggunakannya,5,nice app mempercantik foto mudah menggunakannya,2
6652,"semua foto hilang semua tak tau kemana rimbanya , kecewa",1,foto hilang kemana rimbanya kecewa,0
6653,"Waw,,benar benar bagus hasil fotonya thans yang membuat aplikasi ini",5,wawbenar bagus hasil fotonya thans aplikasi,2
6654,"Suka sih sama aplikasi ny ❤️🥰tpi sering kesel dikit2 disuruh update 🙄tpi sih nggk apa2 ,mksih Lightroom ❤️🥰🦄",5,suka sih aplikasi ny tpi kesel dikit disuruh update tpi sih nggk mksih lightroom,2
6655,"Udah di update minta update lagi , nggak bisa di buka lagi , instal donlot instal donlot ngabisin kuota aja ! Sini balikin kuota gue -,-",1,udah update update buka instal donlot instal donlot ngabisin kuota balikin kuota,0
6656,"Pokonyahh aplikasi Ligroom ini baguss bangett buatt poto kalian, buat poto kalian seperti Poto selebb pastii kaya seleb beneran pasti bagus, ayo donlowd Sekarang🙏😃",5,pokonyahh aplikasi ligroom baguss bangett buatt poto poto poto selebb pastii kaya seleb beneran bagus ayo donlowd,2
6657,gak usah ragu kalo mau download apalagi pinter memakai nyaa,5,ragu download pinter memakai nyaa,2
6658,"Kok ngk bisa di dowload sih udh berkali""ngk mau juga",1,ngk dowload sih berkalingk,0
6659,"Preset yang udah gw simpen ilang semua. Payah padahal gaada pembaruan, gatau kenapa tiba2 ilang semua.",1,preset simpen ilang payah gaada pembaruan gatau ilang,0
